"id_individual","choice_task","alt1_sq","alt1_farm2","alt1_farm3","alt1_height2","alt1_height3","alt1_redkite","alt1_distance","alt1_cost","alt2_farm2","alt2_farm3","alt2_height2","alt2_height3","alt2_redkite","alt2_distance","alt2_cost","alt3_farm2","alt3_farm3","alt3_height2","alt3_height3","alt3_redkite","alt3_distance","alt3_cost","age","female","education","choice"
532,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,64,1,2,1
532,7,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,8,0,0,0,0,-5,0.5,9,64,1,2,1
532,8,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0.75,10,0,1,1,0,2.5,0.25,1,64,1,2,1
532,9,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,3,0,1,1,0,5,1,4,64,1,2,1
532,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0.25,4,0,0,0,0,0,1,6,64,1,2,2
533,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,3,1,0,0,0,-5,0.5,4,23,0,1,2
533,2,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,23,0,1,1
533,3,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,1,1,0,1,0,1,-2.5,0.25,5,23,0,1,2
533,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,23,0,1,1
533,5,1,0,0,0,0,0,0,0,1,0,1,0,5,0,7,1,0,0,0,2.5,1,2,23,0,1,3
533,6,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,23,0,1,1
533,7,1,0,0,0,0,0,0,0,1,0,1,0,-5,0.75,9,0,0,0,0,2.5,0,2,23,0,1,1
533,8,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,23,0,1,NA
533,9,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,7,0,0,0,0,5,0.25,6,23,0,1,1
533,10,1,0,0,0,0,0,0,0,1,0,1,0,5,0,10,1,0,0,1,5,0.5,5,23,0,1,1
534,1,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,2,1,0,0,1,-5,0.5,2,22,0,2,1
534,2,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,22,0,2,1
534,3,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.75,4,1,0,0,0,-5,0,6,22,0,2,NA
534,4,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,22,0,2,1
534,5,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,22,0,2,1
534,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,22,0,2,1
534,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,22,0,2,1
534,8,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,6,0,1,1,0,5,0,3,22,0,2,1
534,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,22,0,2,1
534,10,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,22,0,2,1
535,1,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,7,0,0,0,0,5,0.25,6,24,0,1,1
535,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,24,0,1,1
535,3,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,1,1,0,0,0,1,2.5,0.75,10,24,0,1,2
535,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,24,0,1,2
535,5,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,1,0,1,0,2.5,0.25,7,24,0,1,1
535,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,24,0,1,1
535,7,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,24,0,1,1
535,8,1,0,0,0,0,0,0,0,1,0,0,1,5,0.25,8,0,1,1,0,2.5,0.25,10,24,0,1,1
535,9,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,4,1,0,0,0,-5,0.75,10,24,0,1,1
535,10,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.75,4,1,0,0,0,-5,0,6,24,0,1,2
536,1,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,8,0,1,0,0,-2.5,1,1,59,0,1,3
536,2,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,9,0,1,0,1,5,0.25,9,59,0,1,1
536,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,59,0,1,3
536,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,59,0,1,1
536,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,7,0,0,0,0,5,0.25,6,59,0,1,1
536,6,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,5,0,0,1,0,-2.5,0.25,10,59,0,1,1
536,7,1,0,0,0,0,0,0,0,1,0,1,0,-5,0.75,9,0,0,0,0,2.5,0,2,59,0,1,3
536,8,1,0,0,0,0,0,0,0,1,0,0,1,5,0.25,8,0,1,1,0,2.5,0.25,10,59,0,1,1
536,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,59,0,1,3
536,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,59,0,1,2
537,1,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,6,0,1,1,0,2.5,0.5,6,37,0,2,3
537,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,-2.5,0,9,37,0,2,2
537,3,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0.75,7,0,0,1,0,-2.5,0.75,5,37,0,2,1
537,4,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,37,0,2,1
537,5,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,37,0,2,NA
537,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,37,0,2,2
537,7,1,0,0,0,0,0,0,0,0,1,1,0,5,0.75,3,0,1,0,0,0,1,7,37,0,2,1
537,8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,0,-2.5,0.25,7,37,0,2,1
537,9,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,37,0,2,1
537,10,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,10,0,0,1,0,5,0.75,1,37,0,2,3
538,1,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,29,1,2,1
538,2,1,0,0,0,0,0,0,0,1,0,1,0,5,0.75,6,0,1,1,0,-2.5,0.75,2,29,1,2,3
538,3,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.5,1,0,0,0,1,0,0,3,29,1,2,2
538,4,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,29,1,2,NA
538,5,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,29,1,2,2
538,6,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,6,0,0,1,0,-2.5,0.25,6,29,1,2,1
538,7,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.75,4,1,0,0,0,-5,0,6,29,1,2,2
538,8,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,29,1,2,1
538,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,29,1,2,1
538,10,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,29,1,2,1
539,1,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,51,0,1,2
539,2,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,51,0,1,3
539,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,51,0,1,1
539,4,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,2,0,1,0,0,5,0.75,7,51,0,1,2
539,5,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,1,0,1,0,0,0,2,51,0,1,1
539,6,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,51,0,1,1
539,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6,0,1,0,1,5,1,9,51,0,1,1
539,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,51,0,1,NA
539,9,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,-2.5,0,9,51,0,1,1
539,10,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0,2,0,1,1,0,-2.5,1,5,51,0,1,2
540,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,0,1,0,-2.5,0.25,6,45,1,1,1
540,2,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,45,1,1,2
540,3,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,1,0,0,1,5,0.5,8,45,1,1,1
540,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,45,1,1,1
540,5,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,6,0,1,1,0,5,0,3,45,1,1,1
540,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,45,1,1,1
540,7,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,45,1,1,1
540,8,1,0,0,0,0,0,0,0,1,0,0,1,5,0.25,8,0,1,1,0,2.5,0.25,10,45,1,1,1
540,9,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,45,1,1,2
540,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,4,0,1,0,1,2.5,0.75,6,45,1,1,NA
541,1,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,1,0,0,1,0,0,0.5,8,69,1,3,2
541,2,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,9,0,1,0,1,5,0.25,9,69,1,3,1
541,3,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,1,0,1,0,2.5,0.25,7,69,1,3,3
541,4,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,2,0,1,0,0,5,0.75,7,69,1,3,1
541,5,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,69,1,3,1
541,6,1,0,0,0,0,0,0,0,1,0,0,1,-2.5,0.75,7,0,0,1,0,2.5,0.25,1,69,1,3,1
541,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,3,1,0,0,0,-5,0.5,4,69,1,3,NA
541,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,3,0,0,0,0,0,0.75,1,69,1,3,3
541,9,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,69,1,3,NA
541,10,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0.75,7,0,0,1,0,-2.5,0.75,5,69,1,3,3
542,1,1,0,0,0,0,0,0,0,1,0,0,1,5,1,7,0,1,0,1,-5,0.5,5,36,1,2,1
542,2,1,0,0,0,0,0,0,0,0,0,0,1,-5,0.5,5,1,0,0,0,-5,0.5,9,36,1,2,1
542,3,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,1,0,1,0,0,0,2,36,1,2,3
542,4,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,4,0,1,1,0,0,0,4,36,1,2,1
542,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,36,1,2,1
542,6,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,36,1,2,1
542,7,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,9,0,1,0,1,5,0.25,9,36,1,2,1
542,8,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0,2,1,0,0,1,-5,0.5,2,36,1,2,3
542,9,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,4,1,0,0,0,-5,0.75,10,36,1,2,NA
542,10,1,0,0,0,0,0,0,0,1,0,0,0,-2.5,0,6,0,1,1,0,5,0,3,36,1,2,3
543,1,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,9,1,0,0,1,0,0.75,6,30,1,3,1
543,2,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,1,0,0,1,0,0,0.5,8,30,1,3,2
543,3,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,30,1,3,1
543,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3,0,1,0,0,-2.5,0.5,3,30,1,3,1
543,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,30,1,3,NA
543,6,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.5,4,1,0,0,0,-5,0.75,10,30,1,3,1
543,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6,0,1,0,1,5,1,9,30,1,3,1
543,8,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,30,1,3,NA
543,9,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,0.25,9,0,1,0,1,5,0.5,3,30,1,3,1
543,10,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,0.75,10,0,1,1,0,2.5,0.25,1,30,1,3,1
544,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,7,0,0,0,1,-5,0,2,30,0,1,1
544,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,4,0,1,0,1,2.5,0.75,6,30,0,1,1
544,3,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,30,0,1,1
544,4,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,30,0,1,1
544,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,7,1,0,1,0,-5,0.75,5,30,0,1,1
544,6,1,0,0,0,0,0,0,0,1,0,0,1,-2.5,0.75,7,0,0,1,0,2.5,0.25,1,30,0,1,NA
544,7,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,5,1,0,0,0,2.5,1,4,30,0,1,1
544,8,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,1,0,1,0,0,0,2,30,0,1,1
544,9,1,0,0,0,0,0,0,0,0,1,0,1,-5,0,2,1,0,0,1,2.5,0.25,2,30,0,1,NA
544,10,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,30,0,1,NA
545,1,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,60,0,2,1
545,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,9,1,0,0,0,-2.5,0.25,4,60,0,2,3
545,3,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,60,0,2,1
545,4,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,1,0,1,0,0,0,2,60,0,2,1
545,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,60,0,2,2
545,6,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,60,0,2,3
545,7,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,1,7,1,0,0,0,2.5,0.25,4,60,0,2,1
545,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,1,0,0,-5,0,8,60,0,2,1
545,9,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.5,1,0,0,0,1,0,0,3,60,0,2,3
545,10,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0,1,1,0,0,0,5,1,5,60,0,2,2
546,1,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,42,1,1,NA
546,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,8,0,0,0,0,2.5,1,7,42,1,1,3
546,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,42,1,1,2
546,4,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0,2,0,1,1,0,-2.5,1,5,42,1,1,1
546,5,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.25,6,1,0,1,0,5,0.5,8,42,1,1,NA
546,6,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.75,4,1,0,0,0,-5,0,6,42,1,1,2
546,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0.25,4,0,0,0,0,0,1,6,42,1,1,NA
546,8,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,3,0,1,1,0,5,1,4,42,1,1,2
546,9,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,42,1,1,NA
546,10,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,-2.5,0,9,42,1,1,1
547,1,1,0,0,0,0,0,0,0,1,0,1,0,-5,0,10,0,1,0,0,0,1,10,48,1,1,1
547,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,7,48,1,1,3
547,3,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.75,4,0,1,1,0,0,0,4,48,1,1,1
547,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,-2.5,0,9,48,1,1,1
547,5,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,48,1,1,NA
547,6,1,0,0,0,0,0,0,0,0,1,1,0,5,0.75,3,0,1,0,0,0,1,7,48,1,1,2
547,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,4,0,1,0,1,2.5,0.75,6,48,1,1,2
547,8,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,8,0,0,0,1,5,1,3,48,1,1,1
547,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,48,1,1,NA
547,10,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,48,1,1,3
548,1,1,0,0,0,0,0,0,0,0,0,0,1,-5,0.5,5,1,0,0,0,-5,0.5,9,57,1,2,1
548,2,1,0,0,0,0,0,0,0,1,0,1,0,5,0.25,4,0,0,0,0,-5,0.75,9,57,1,2,1
548,3,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,3,0,1,1,0,5,1,4,57,1,2,2
548,4,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,2,0,0,0,1,-2.5,0.5,6,57,1,2,1
548,5,1,0,0,0,0,0,0,0,0,0,0,0,-5,1,6,0,1,1,0,5,0.5,8,57,1,2,NA
548,6,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0,2,0,1,1,0,-2.5,1,5,57,1,2,2
548,7,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,57,1,2,1
548,8,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,9,1,0,0,1,0,0.75,6,57,1,2,1
548,9,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.25,6,1,0,1,0,5,0.5,8,57,1,2,1
548,10,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,7,0,0,0,0,5,0.25,6,57,1,2,1
549,1,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,6,0,0,1,0,-2.5,0.25,6,27,0,1,1
549,2,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,2,0,0,0,1,-2.5,0.5,6,27,0,1,1
549,3,1,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,1,0,1,0,2.5,0.25,7,27,0,1,1
549,4,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,27,0,1,1
549,5,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,27,0,1,1
549,6,1,0,0,0,0,0,0,0,1,0,1,0,-2.5,1,1,0,1,0,1,-2.5,0.25,5,27,0,1,1
549,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,27,0,1,1
549,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0.75,2,0,1,0,1,-5,1,3,27,0,1,3
549,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0.25,4,0,0,0,0,0,1,6,27,0,1,2
549,10,1,0,0,0,0,0,0,0,0,0,0,1,-5,0.5,5,1,0,0,0,-5,0.5,9,27,0,1,1
550,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0.75,4,0,0,0,1,-2.5,0.5,1,52,1,1,1
550,2,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0,5,0,0,0,0,2.5,0.75,8,52,1,1,1
550,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,0,-2.5,0.25,7,52,1,1,3
550,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,52,1,1,1
550,5,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,52,1,1,1
550,6,1,0,0,0,0,0,0,0,0,1,1,0,2.5,0.75,6,1,0,0,0,0,0.75,2,52,1,1,3
550,7,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,10,0,0,1,0,5,0.75,1,52,1,1,1
550,8,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,0.25,9,1,0,0,1,0,0.75,6,52,1,1,NA
550,9,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,52,1,1,1
550,10,1,0,0,0,0,0,0,0,1,0,0,0,5,0.75,9,0,0,0,1,2.5,0.75,9,52,1,1,3
551,1,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,44,0,2,1
551,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0.75,2,0,1,0,0,5,0.75,7,44,0,2,2
551,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5,4,0,1,0,1,5,0,5,44,0,2,1
551,4,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,1,1,0,0,0,1,2.5,0.75,10,44,0,2,2
551,5,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,44,0,2,1
551,6,1,0,0,0,0,0,0,0,1,0,1,0,5,0,7,1,0,0,0,2.5,1,2,44,0,2,3
551,7,1,0,0,0,0,0,0,0,0,0,1,0,-2.5,0.5,1,0,0,0,1,0,0,3,44,0,2,2
551,8,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,44,0,2,NA
551,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3,0,1,0,0,-2.5,0.5,3,44,0,2,NA
551,10,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,0,-2.5,0.25,7,44,0,2,1
552,1,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,65,1,3,2
552,2,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,7,0,1,0,0,2.5,0,8,65,1,3,1
552,3,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,8,0,0,0,1,5,1,3,65,1,3,3
552,4,1,0,0,0,0,0,0,0,1,0,0,0,-5,1,1,1,0,1,0,0,0.75,7,65,1,3,2
552,5,1,0,0,0,0,0,0,0,1,0,0,1,5,0.75,2,0,1,1,0,0,0.75,3,65,1,3,2
552,6,1,0,0,0,0,0,0,0,0,1,0,0,5,0.5,10,1,0,0,0,2.5,1,5,65,1,3,1
552,7,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,9,0,1,0,1,5,0.25,9,65,1,3,1
552,8,1,0,0,0,0,0,0,0,1,0,1,0,5,0.5,8,0,0,0,0,-2.5,0,4,65,1,3,1
552,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0.75,2,0,1,0,1,-5,1,3,65,1,3,3
552,10,1,0,0,0,0,0,0,0,0,1,0,1,2.5,0.25,5,0,1,0,0,0,0.75,10,65,1,3,2
553,1,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.5,9,0,0,1,0,-5,0.25,3,45,0,1,3
553,2,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,9,0,0,1,0,2.5,1,4,45,0,1,1
553,3,1,0,0,0,0,0,0,0,1,0,0,1,-2.5,0.75,7,0,0,1,0,2.5,0.25,1,45,0,1,NA
553,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-5,1,1,45,0,1,3
553,5,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.75,5,1,0,0,1,2.5,0.5,4,45,0,1,1
553,6,1,0,0,0,0,0,0,0,0,0,1,0,2.5,0,8,0,0,0,1,-2.5,0.25,2,45,0,1,3
553,7,1,0,0,0,0,0,0,0,1,0,1,0,2.5,0,3,0,1,0,1,-2.5,0.75,10,45,0,1,3
553,8,1,0,0,0,0,0,0,0,0,0,0,0,-5,1,6,0,1,1,0,5,0.5,8,45,0,1,2
553,9,1,0,0,0,0,0,0,0,0,0,1,0,2.5,1,3,1,0,0,1,5,0.25,9,45,0,1,2
553,10,1,0,0,0,0,0,0,0,1,0,0,1,-5,1,3,0,1,1,0,5,1,4,45,0,1,NA
554,1,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.5,2,0,1,0,1,5,0,6,27,0,2,2
554,2,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.25,6,1,0,1,0,5,0.5,8,27,0,2,1
554,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,1,0,1,-5,0.75,10,27,0,2,1
554,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-5,1,7,27,0,2,2
554,5,1,0,0,0,0,0,0,0,1,0,0,1,5,0.75,2,0,1,1,0,0,0.75,3,27,0,2,1
554,6,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,9,0,1,0,0,0,0.25,7,27,0,2,1
554,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,1,0,-5,0.25,3,27,0,2,1
554,8,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,4,1,0,1,0,-2.5,1,9,27,0,2,NA
554,9,1,0,0,0,0,0,0,0,1,0,0,0,-5,0,9,1,0,0,0,5,0.5,7,27,0,2,1
554,10,1,0,0,0,0,0,0,0,0,1,0,0,-2.5,1,5,0,0,0,1,0,0,10,27,0,2,1
555,1,1,0,0,0,0,0,0,0,1,0,0,1,2.5,0.25,1,0,1,1,0,0,0.5,3,51,0,3,1
555,2,1,0,0,0,0,0,0,0,1,0,0,0,-5,0.75,5,1,0,0,1,2.5,0.5,4,51,0,3,NA
